task_lang,transfer_lang,accuracy,f1_score
ja,bg,0.1886,0.5344664821160952
az,bg,0.612,0.7980648194942311
wuu,bg,0.31,0.5507777777777777
oc,bg,0.67,0.7260994560994561
be,bg,0.738,0.8528688231531112
nn,bg,0.713,0.8346001221258961
mi,bg,0.29,0.6053092463092463
sl,bg,0.7552,0.8637747982890862
hsb,bg,0.69,0.8296940836940837
jv,bg,0.65,0.7814126984126983
ka,bg,0.6945,0.8360506983307372
scn,bg,0.59,0.7076396381396381
bar,bg,0.72,0.7390079365079365
tr,bg,0.68,0.8135537883530298
en,bg,0.5612,0.7513464108114107
be-x-old,bg,0.714,0.8126896955383798
csb,bg,0.46,0.6137631257631257
mn,bg,0.65,0.7935164835164835
jbo,bg,0.4,0.4674896214896215
no,bg,0.7031,0.8413715518365363
cy,bg,0.579,0.7090766568398922
xmf,bg,0.48,0.63382278179337
als,bg,0.5,0.8000161701044054
de,bg,0.6863,0.8184872506406562
ug,bg,0.4,0.5118434343434344
arz,bg,0.57,0.741465145965146
or,bg,0.26,0.5128088023088022
vi,bg,0.518,0.7389271410727216
ang,bg,0.49,0.5952282695804367
qu,bg,0.66,0.739995670995671
su,bg,0.43,0.6547373737373738
ru,bg,0.7027,0.8167229837190674
fi,bg,0.6612,0.83505430937054
map-bms,bg,0.43,0.5179523809523809
crh,bg,0.48,0.6403730158730159
te,bg,0.538,0.7143901108695226
nds,bg,0.7,0.8357777777777778
tg,bg,0.68,0.8275130718954248
lmo,bg,0.42,0.7527761791012564
min,bg,0.29,0.58005772005772
pa,bg,0.49,0.6500870007185797
cdo,bg,0.25,0.3116405228758169
arc,bg,0.06,0.2223311688311688
ar,bg,0.5397,0.7404767287494068
bg,bg,0.8555,0.9243118134961016
af,bg,0.674,0.8154019092019092
eo,bg,0.6338,0.7843224712946153
ga,bg,0.614,0.776919641761747
lv,bg,0.6379,0.7901126233810908
zea,bg,0.52,0.6994430014430014
ms,bg,0.512,0.6789089033515504
sr,bg,0.6027,0.8211681540329296
hr,bg,0.6634,0.8273908203586919
ml,bg,0.661,0.7733423803578602
mr,bg,0.635,0.7770582021951217
ay,bg,0.35,0.3817661227661227
da,bg,0.754,0.8680498150198614
simple,bg,0.699,0.8357065602096562
gan,bg,0.33,0.5036666666666667
uk,bg,0.7104,0.8597984657464997
bh,bg,0.66,0.7667359307359308
sq,bg,0.783,0.877778079436903
ne,bg,0.56,0.8017171717171716
ro,bg,0.6289,0.7918837746498428
vls,bg,0.59,0.7601890331890331
la,bg,0.773,0.855411118516846
bat-smg,bg,0.44,0.5598253968253968
co,bg,0.64,0.7001538461538462
gd,bg,0.47,0.6002049062049062
dv,bg,0.38,0.5587625152625152
vec,bg,0.62,0.7247215007215008
bn,bg,0.671,0.742254954685837
ig,bg,0.47,0.6106560106560107
sa,bg,0.25,0.4439473304473303
ksh,bg,0.46,0.6446904761904761
el,bg,0.7435,0.8324224421536496
an,bg,0.741,0.8210077442165677
hak,bg,0.3,0.3392222222222222
fiu-vro,bg,0.45,0.6191217050922934
km,bg,0.33,0.4984285714285714
ce,bg,0.33,0.6252971195471195
fy,bg,0.701,0.8143367653416415
fa,bg,0.565,0.7680771122376077
ta,bg,0.557,0.7411596401964049
tt,bg,0.596,0.7799834346424129
zh-classical,bg,0.31,0.5473744277738085
pdc,bg,0.44,0.5671673881673882
nov,bg,0.64,0.8722740592740594
zh-min-nan,bg,0.3,0.4350667388167387
os,bg,0.42,0.7054126984126984
id,bg,0.4347,0.692645256708376
ba,bg,0.62,0.817915750915751
ext,bg,0.57,0.6798164613164613
sah,bg,0.55,0.6790689223057643
si,bg,0.6,0.6757892107892108
is,bg,0.696,0.8323259768009769
mwl,bg,0.46,0.6811132690838572
rw,bg,0.64,0.7447332112332112
sv,bg,0.7122,0.871050096367341
ace,bg,0.3,0.4999415584415584
ko,bg,0.4768,0.6810595293028264
mhr,bg,0.6,0.7197863247863248
sd,bg,0.32,0.6375555555555554
ps,bg,0.5,0.6511727716727717
th,bg,0.1189,0.3485209963754855
wa,bg,0.5,0.5935035014005602
ku,bg,0.67,0.7642178932178934
ln,bg,0.44,0.5510204729910613
it,bg,0.7083,0.8482079619761044
zh-yue,bg,0.3589,0.6336082187394649
gl,bg,0.77,0.8583692954070353
am,bg,0.38,0.5191789321789322
mzn,bg,0.41,0.7176000666000667
nap,bg,0.62,0.7405252525252526
pnb,bg,0.61,0.7038026973026973
kn,bg,0.56,0.7180903540903542
yo,bg,0.53,0.6226103896103897
frr,bg,0.5,0.5627142857142856
gu,bg,0.54,0.7545380686564895
fr,bg,0.685,0.8136421444396678
rm,bg,0.52,0.6709032079032079
ur,bg,0.578,0.756055377577359
my,bg,0.33,0.6323181393769628
ace,bn,0.09,0.444051282051282
cbk-zam,bn,0.08,0.4774437229437229
hu,bn,0.3916,0.6605249177860324
so,bn,0.19,0.4641428571428571
be,bn,0.485,0.71231542850854
id,bn,0.5255,0.7256664113097084
pdc,bn,0.17,0.4573888888888888
ro,bn,0.3931,0.7058875761639462
cs,bn,0.3956,0.6743748336673647
pnb,bn,0.59,0.6969621489621489
hsb,bn,0.42,0.6723106338106338
ky,bn,0.29,0.5381738816738817
or,bn,0.11,0.5264652598863124
sk,bn,0.3844,0.6630449866911554
es,bn,0.4395,0.744631220090539
pa,bn,0.47,0.7476540779481957
fi,bn,0.424,0.6746751807239887
eml,bn,0.14,0.4058656898656898
mwl,bn,0.13,0.4071275946275945
su,bn,0.35,0.5912902930402931
wa,bn,0.16,0.4573539173245055
ko,bn,0.2956,0.5913305412200459
io,bn,0.36,0.5618131313131313
tt,bn,0.377,0.6840700186466441
scn,bn,0.36,0.591952380952381
de,bn,0.3936,0.6693226809001113
mhr,bn,0.22,0.5170662670662671
kn,bn,0.4,0.6123174603174604
mk,bn,0.384,0.6733453611661816
bar,bn,0.46,0.5737777777777777
sl,bn,0.4588,0.6746674702963015
tk,bn,0.23,0.5003333333333333
bat-smg,bn,0.41,0.5820079365079365
ay,bn,0.19,0.3711481851481851
mr,bn,0.381,0.7147547370414243
tl,bn,0.415,0.6413506836300954
ug,bn,0.06,0.3751904761904761
nn,bn,0.366,0.6255286020996547
eo,bn,0.4517,0.6606219951831794
nov,bn,0.2,0.4540361599185127
ce,bn,0.35,0.6598328893328894
af,bn,0.388,0.6581523960301825
ms,bn,0.346,0.6593615688061509
oc,bn,0.55,0.7270901875901876
no,bn,0.3867,0.6483488038689896
diq,bn,0.37,0.5698748473748474
sd,bn,0.17,0.552033189033189
yi,bn,0.22,0.5878250638250637
lb,bn,0.417,0.6602476332147384
ga,bn,0.37,0.675693930940061
sh,bn,0.4743,0.7234910530628642
vls,bn,0.33,0.6035732535438417
jv,bn,0.45,0.6761763236763236
ln,bn,0.23,0.4346984126984127
gd,bn,0.3,0.499517316017316
is,bn,0.355,0.6277540655251183
fy,bn,0.391,0.6647318415932193
bs,bn,0.36,0.6307151867052796
nl,bn,0.3828,0.6562761419600351
ext,bn,0.11,0.3555436785436785
kk,bn,0.29,0.6566752192252192
arz,bn,0.47,0.7351179931179931
jbo,bn,0.12,0.3488253968253968
co,bn,0.1,0.5017792207792208
sv,bn,0.279,0.6119969069312181
hak,bn,0.07,0.2708412698412698
km,bn,0.06,0.37
mi,bn,0.07,0.4969105339105338
ml,bn,0.52,0.7099666173695586
min,bn,0.08,0.4909898989898989
ru,bn,0.3445,0.5920849845922911
gl,bn,0.4597,0.7319958105748741
an,bn,0.437,0.7140324508824509
mzn,bn,0.43,0.7058412698412699
fo,bn,0.31,0.5517611832611832
vep,bn,0.4,0.6209227994227994
gan,bn,0.11,0.3752698412698412
ia,bn,0.16,0.4869949070537304
fur,bn,0.2,0.5083730158730159
eu,bn,0.3647,0.6529478132995314
br,bn,0.285,0.5023577213636037
cdo,bn,0.12,0.2819285714285714
ps,bn,0.19,0.4901926406926407
ka,bn,0.3631,0.6576019170286198
hy,bn,0.319,0.6330970748034215
lmo,bn,0.27,0.529051249919671
bn,bn,0.916,0.9580517738797152
wuu,bn,0.04,0.4096349206349206
arc,bn,0.04,0.3493730158730158
gu,bn,0.38,0.641047152194211
it,bn,0.4274,0.7089010005637637
sco,bn,0.49,0.711126984126984
zh-min-nan,bn,0.36,0.4618979076479077
sah,bn,0.48,0.6822869352869351
nds,bn,0.47,0.6846047024870555
zea,bn,0.26,0.5527222222222222
sw,bn,0.305,0.5576669996669997
vi,bn,0.3642,0.680775163970876
et,bn,0.4358,0.6926883540195615
hi,bn,0.547,0.7534229890852182
uz,bn,0.638,0.8151743534243534
ja,bn,0.1151,0.499270058734695
pl,bn,0.3625,0.6562141690679462
bo,bn,0.0,0.1623333333333333
he,bn,0.2821,0.6187526081211531
my,bn,0.22,0.6031558441558441
als,bn,0.32,0.5332212181523327
rw,bn,0.11,0.5164206349206348
map-bms,bn,0.18,0.4283809523809523
rm,bn,0.28,0.5584722222222223
am,bn,0.34,0.4806349206349206
vec,bn,0.43,0.6557611832611832
frr,bn,0.15,0.4113809523809524
sa,bn,0.09,0.4787698412698412
ku,bn,0.54,0.7193174603174604
th,bn,0.0145,0.2512022873377053
yo,bn,0.43,0.5856535686535687
szl,bn,0.19,0.4353968253968254
ckb,bn,0.616,0.7192720668220669
ba,bn,0.41,0.6594978354978355
cv,bn,0.51,0.7408516483516483
fr,bn,0.4182,0.7186511093576186
mg,bn,0.38,0.5722294372294372
en,bn,0.3464,0.6745078709207889
ilo,bn,0.4,0.6270192585192584
fa,bn,0.3913,0.767151102774934
uk,bn,0.4173,0.7197198391941735
gn,bn,0.26,0.5258095238095237
vo,bn,0.36,0.4396825396825397
lij,bn,0.13,0.4148903318903318
ast,bn,0.516,0.7372662006208446
be-x-old,bn,0.377,0.6188063622050464
la,bn,0.421,0.6541214618714618
tg,bn,0.51,0.7338192363192363
as,bn,0.69,0.755079254079254
el,bn,0.3954,0.6529957144824561
ig,bn,0.09,0.4617222222222221
ceb,bn,0.31,0.5400103230103229
tr,bn,0.5014,0.7375854801974772
zh-classical,bn,0.25,0.5194086191586191
pt,bn,0.4122,0.707492700340595
ca,bn,0.4528,0.7243522756320047
mt,bn,0.38,0.6326461316461317
xmf,bn,0.27,0.5938925796425796
os,bn,0.37,0.6379516594516594
ang,bn,0.19,0.4976017316017315
ksh,bn,0.16,0.4831349206349206
zh-yue,bn,0.2488,0.5529361297483046
az,bn,0.401,0.6581292764425118
li,bn,0.36,0.6037849927849928
nap,bn,0.28,0.5531605616605616
cy,bn,0.311,0.5419911643911643
lv,bn,0.4948,0.6900074673924287
qu,bn,0.49,0.6537911532911533
da,bn,0.419,0.6741640769868247
ar,bn,0.502,0.7288489249905581
ta,bn,0.348,0.6489048848210612
ne,bn,0.54,0.8070116579327106
bg,bn,0.3836,0.6553714710659139
bh,bn,0.17,0.5778001443001443
simple,bn,0.391,0.7094447137657665
csb,bn,0.11,0.4369126984126984
dv,bn,0.1,0.4206818181818181
sq,bn,0.509,0.6957379985855219
hr,bn,0.3712,0.6264351980028915
zh,bn,0.1962,0.5552617943760746
te,bn,0.304,0.6148964995101219
pms,bn,0.34,0.6115207700795936
si,bn,0.46,0.6922856032856032
sr,bn,0.4071,0.6683764624728556
mn,bn,0.48,0.6969198024198026
crh,bn,0.23,0.5029761904761905
ur,bn,0.316,0.7482342934842934
war,bn,0.44,0.6348540348540349
lt,bn,0.4644,0.6931485169259705
fiu-vro,bn,0.21,0.523997113997114
kk,bs,0.602,0.7932317194501404
bat-smg,bs,0.59,0.6881111111111111
tt,bs,0.654,0.8000422357054711
tg,bs,0.71,0.8149358713182242
no,bs,0.679,0.8240915377450209
gl,bs,0.7423,0.8417481605236867
co,bs,0.57,0.6402222222222221
sk,bs,0.7333,0.8707680588305744
hak,bs,0.35,0.4325873015873015
eml,bs,0.43,0.5620458152958153
zea,bs,0.61,0.7337344877344877
cy,bs,0.552,0.7243829449360409
zh-yue,bs,0.2569,0.5845992093578936
ur,bs,0.493,0.7094329497300087
pdc,bs,0.45,0.583404761904762
lij,bs,0.43,0.6366962759462759
vep,bs,0.6,0.7590956280561544
pms,bs,0.65,0.7986769352078951
or,bs,0.2,0.4209761904761905
tr,bs,0.6823,0.8188537441179393
fy,bs,0.677,0.8054073839387307
tk,bs,0.57,0.6657518037518038
km,bs,0.33,0.5225793650793651
nl,bs,0.6817,0.8178610083234619
az,bs,0.594,0.7875441373985492
ca,bs,0.6644,0.7881713800337949
fi,bs,0.6597,0.8185313596877839
is,bs,0.656,0.8128751942501943
lb,bs,0.583,0.7564824975334263
as,bs,0.57,0.6988607503607502
sw,bs,0.509,0.651916606106312
zh-classical,bs,0.14,0.4883284917696682
si,bs,0.59,0.6797987012987013
pl,bs,0.6823,0.8397818071934946
be,bs,0.695,0.8393379772016768
ace,bs,0.32,0.5646955266955267
vec,bs,0.6,0.7596431638536901
oc,bs,0.66,0.7027301587301588
te,bs,0.521,0.678390737040737
bg,bs,0.6581,0.8032924307632512
vo,bs,0.6,0.6073333333333334
arc,bs,0.04,0.2688730158730159
ru,bs,0.634,0.7864216556800613
min,bs,0.26,0.521538961038961
qu,bs,0.54,0.5912218614718614
id,bs,0.4581,0.66603000893843
sd,bs,0.42,0.7063744588744588
ms,bs,0.503,0.6569004191285152
kn,bs,0.55,0.7297806637806638
bar,bs,0.67,0.7910158730158731
als,bs,0.56,0.7805101122647564
lt,bs,0.6826,0.8222001127673495
sa,bs,0.41,0.5444285714285715
cdo,bs,0.31,0.425603318250377
wuu,bs,0.32,0.5854126984126983
wa,bs,0.47,0.5541611633980055
ay,bs,0.39,0.4347783882783882
csb,bs,0.46,0.6467605450105451
nds,bs,0.61,0.8099183594183594
rm,bs,0.52,0.7387711732711734
ps,bs,0.49,0.6819682539682539
ce,bs,0.37,0.7395526695526695
ku,bs,0.71,0.792031746031746
gn,bs,0.45,0.6076190476190476
be-x-old,bs,0.646,0.777168741191729
pt,bs,0.6678,0.8071601910258644
ang,bs,0.5,0.6154239386344649
su,bs,0.45,0.6677646797646798
gu,bs,0.51,0.7080303585303586
de,bs,0.633,0.8015940922974514
ksh,bs,0.42,0.6048784271284271
map-bms,bs,0.54,0.6557142857142857
bs,bs,0.844,0.9280025939746528
scn,bs,0.67,0.7814241314241315
hy,bs,0.525,0.7202680652680653
sco,bs,0.59,0.7526788211788212
mg,bs,0.36,0.7183564768564767
nap,bs,0.58,0.713248556998557
cv,bs,0.59,0.7735677100677101
fur,bs,0.51,0.6305512265512265
fr,bs,0.6306,0.8053030338203249
fiu-vro,bs,0.49,0.6563276657982542
ba,bs,0.61,0.809064935064935
ka,bs,0.6368,0.8055962826784498
nov,bs,0.64,0.8745236985236986
diq,bs,0.56,0.7049754689754689
jv,bs,0.6,0.7737026307026308
es,bs,0.6988,0.8273442493574538
ar,bs,0.5266,0.7126151279370785
ceb,bs,0.55,0.6703444055944057
fa,bs,0.549,0.761590449822795
bn,bs,0.616,0.7341800003745825
ilo,bs,0.56,0.6818970211075475
rw,bs,0.55,0.6663937728937729
ug,bs,0.42,0.5458253968253968
gan,bs,0.45,0.5767777777777777
fo,bs,0.62,0.7851241171109592
an,bs,0.729,0.8274376189170307
mzn,bs,0.46,0.7011940836940838
mi,bs,0.32,0.6915873015873016
arz,bs,0.58,0.7927746697746698
he,bs,0.489,0.7209729576271682
lv,bs,0.6766,0.8137155210862409
th,bs,0.0613,0.290354967324557
vls,bs,0.64,0.7986088356088357
lmo,bs,0.5,0.7558564593301434
bo,bs,0.3,0.3563333333333333
dv,bs,0.39,0.569493894993895
sv,bs,0.6321,0.8606300531752389
yi,bs,0.47,0.6667460317460318
mr,bs,0.621,0.7815787121375356
ne,bs,0.54,0.7780452325452325
li,bs,0.61,0.7363445165945167
eu,bs,0.5831,0.7968058400964361
da,bs,0.7078,0.8416816015941404
ky,bs,0.46,0.6813051948051948
et,bs,0.6556,0.8113885782887562
jbo,bs,0.5,0.6362178932178931
mhr,bs,0.62,0.7114711399711401
my,bs,0.37,0.6581255411255411
cs,bs,0.6672,0.8273086098078049
am,bs,0.42,0.5467698412698412
hr,bs,0.7389,0.8688068353722301
sq,bs,0.783,0.8839816638641717
war,bs,0.61,0.6851196581196582
uz,bs,0.792,0.8632475191475192
ko,bs,0.3958,0.6372514861368422
mt,bs,0.59,0.7473203463203463
ga,bs,0.609,0.7758594214952574
br,bs,0.471,0.6307210902702388
ast,bs,0.628,0.8267951663403675
ro,bs,0.5639,0.7799849401707685
ln,bs,0.5,0.65044560994561
sl,bs,0.6627,0.7853313277039438
ig,bs,0.49,0.6418448773448773
bh,bs,0.58,0.7119386724386723
eo,bs,0.6623,0.772796839462567
tl,bs,0.587,0.7259086095535012
mk,bs,0.696,0.8148689093672066
mwl,bs,0.37,0.6781186591186591
os,bs,0.48,0.7011622266622267
ta,bs,0.488,0.6793935169405757
frr,bs,0.5,0.6219040404040403
zh-min-nan,bs,0.41,0.577084000794527
crh,bs,0.47,0.6536782106782106
vi,bs,0.4632,0.7111025377082498
zh,bs,0.2118,0.607674956088803
ia,bs,0.43,0.634982194276312
it,bs,0.6624,0.8244279713999451
nn,bs,0.672,0.8174173439993099
simple,bs,0.673,0.8294561153930349
pa,bs,0.54,0.6971562685680334
yo,bs,0.38,0.4682294372294372
cbk-zam,bs,0.36,0.7125274725274725
ckb,bs,0.559,0.690451431901432
gd,bs,0.53,0.6437388167388167
pnb,bs,0.57,0.6735952380952382
ml,bs,0.604,0.7449206453677042
sah,bs,0.48,0.58409243697479
en,bs,0.4862,0.7124753146114292
hsb,bs,0.68,0.8070551948051948
hi,bs,0.618,0.7513483238983238
mn,bs,0.56,0.7308307248307249
sh,bs,0.7992,0.8694464627142723
szl,bs,0.6,0.6832380952380953
so,bs,0.64,0.691
la,bs,0.571,0.6710242841953368
uk,bs,0.5967,0.789136969551776
hu,bs,0.6754,0.8346729491165868
ja,bs,0.1108,0.5114037248063255
ext,bs,0.43,0.6022777777777777
xmf,bs,0.46,0.5923780663780662
el,bs,0.7157,0.8268773784162174
io,bs,0.64,0.7504186924186924
af,bs,0.641,0.7831132003617298
sr,bs,0.6824,0.8292570239804916
gan,ca,0.33,0.5851904761904761
ba,ca,0.49,0.7662813852813853
bg,ca,0.6574,0.8085580784093787
map-bms,ca,0.43,0.578095238095238
th,ca,0.1306,0.3410220896913544
zh-classical,ca,0.17,0.4795125985125985
la,ca,0.614,0.7118904216698334
hsb,ca,0.55,0.7515661658602835
jv,ca,0.58,0.7718164058164058
io,ca,0.72,0.8125104829810712
uz,ca,0.764,0.8663964368964369
eml,ca,0.35,0.5211228869170046
sah,ca,0.52,0.6821638655462187
so,ca,0.59,0.7092142857142858
bs,ca,0.568,0.7995696147419831
id,ca,0.3903,0.6568525910372737
my,ca,0.41,0.6921024531024531
lmo,ca,0.39,0.7474594201807825
nds,ca,0.65,0.8566969696969697
el,ca,0.6499,0.8138135596343801
cy,ca,0.525,0.7166138649963727
li,ca,0.66,0.7824197012138189
sh,ca,0.4482,0.7524210765653335
lij,ca,0.26,0.5278947163947163
he,ca,0.4474,0.7238557872313446
si,ca,0.51,0.6828124098124099
hak,ca,0.33,0.3928559218559219
pt,ca,0.6822,0.8424399211864846
crh,ca,0.44,0.6333766233766234
nov,ca,0.62,0.8666983016983018
mr,ca,0.519,0.756150049623579
zea,ca,0.46,0.7045985680985681
mg,ca,0.37,0.7368534798534797
ay,ca,0.41,0.4799047619047619
ko,ca,0.3867,0.6484621195265002
br,ca,0.488,0.6482276498011793
os,ca,0.41,0.7085317460317461
ta,ca,0.467,0.6979042173512762
nn,ca,0.624,0.8150801949512476
frr,ca,0.42,0.5726269841269841
km,ca,0.33,0.5225793650793651
cv,ca,0.49,0.7295865800865801
vo,ca,0.59,0.59
diq,ca,0.4,0.6305606893106893
it,ca,0.6631,0.843118632635854
xmf,ca,0.47,0.6980555555555558
wa,ca,0.4,0.5674324499030381
rm,ca,0.54,0.7532457542457542
min,ca,0.25,0.6285884115884116
fiu-vro,ca,0.36,0.6395905695611578
be,ca,0.658,0.8237412946530595
nl,ca,0.6681,0.8423107505729566
lt,ca,0.6539,0.8355902986049041
arz,ca,0.54,0.7828654123654124
ms,ca,0.487,0.6344350721002423
en,ca,0.5515,0.7759339120666057
ky,ca,0.43,0.625031746031746
sk,ca,0.701,0.8620491086837141
bh,ca,0.55,0.7081746031746035
szl,ca,0.49,0.6549004329004328
ckb,ca,0.493,0.7193433510933512
tl,ca,0.642,0.7518837431574273
wuu,ca,0.26,0.5704126984126984
bar,ca,0.63,0.7359023199023198
cbk-zam,ca,0.32,0.6201611721611722
yi,ca,0.4,0.6542857142857144
fa,ca,0.5246,0.7823682332132951
fr,ca,0.7019,0.8419847642837037
zh-min-nan,ca,0.47,0.5763899711399711
uk,ca,0.5812,0.8046938337496696
war,ca,0.53,0.7007978687978688
fi,ca,0.5922,0.8173321683442117
lv,ca,0.6223,0.8032159973927002
mhr,ca,0.5,0.6393917748917748
pa,ca,0.52,0.7107933470038733
or,ca,0.11,0.4293534243534243
mzn,ca,0.45,0.7404413364413365
bn,ca,0.61,0.7461424691149923
bo,ca,0.28,0.3321904761904761
scn,ca,0.65,0.8158656898656897
hi,ca,0.6,0.7552965451215451
qu,ca,0.55,0.6746449759390937
no,ca,0.6274,0.830836107077477
sw,ca,0.51,0.6727341637121049
fo,ca,0.62,0.7984788642729819
tg,ca,0.54,0.7697747252747251
mt,ca,0.57,0.8192929292929293
ps,ca,0.44,0.6426457431457432
ne,ca,0.39,0.7352738095238095
cdo,ca,0.33,0.4428929175399763
hr,ca,0.5839,0.8026840457581634
mk,ca,0.598,0.7735730873701462
mi,ca,0.33,0.6821587301587302
ceb,ca,0.55,0.6774529914529915
ln,ca,0.4,0.5618591343297226
jbo,ca,0.24,0.3788181818181818
sa,ca,0.31,0.5002222222222222
gn,ca,0.46,0.6326067821067821
sr,ca,0.5529,0.7778687592455704
pdc,ca,0.33,0.5361674159174159
an,ca,0.702,0.8584633738638383
oc,ca,0.7,0.8097489177489178
mwl,ca,0.39,0.624421411921412
simple,ca,0.663,0.8399005895721066
pms,ca,0.61,0.7873093018093017
ga,ca,0.611,0.8081417823920145
vls,ca,0.57,0.7759242424242424
zh-yue,ca,0.2698,0.5864028821213187
vi,ca,0.5582,0.7985419116521594
gd,ca,0.5,0.6290753968253968
gl,ca,0.7339,0.8756310788489118
hu,ca,0.641,0.8320044875678159
te,ca,0.472,0.666456154956155
ang,ca,0.47,0.6221226551226552
nap,ca,0.53,0.7100339480780659
tk,ca,0.57,0.702865800865801
cs,ca,0.6206,0.8125984661107727
mn,ca,0.59,0.7655279165279165
ug,ca,0.34,0.5142380952380953
sv,ca,0.6572,0.8465847217737542
ku,ca,0.58,0.7604632034632033
ka,ca,0.5829,0.7933992627900136
tr,ca,0.641,0.8214419166626287
pl,ca,0.6323,0.8253194638505629
tt,ca,0.485,0.7696845305021774
es,ca,0.6217,0.8300625273488124
als,ca,0.5,0.7603283353213695
kk,ca,0.524,0.7643809690309691
ca,ca,0.8496,0.9168853799416956
su,ca,0.4,0.6561904761904762
ar,ca,0.5794,0.784567767571266
ace,ca,0.33,0.5401320346320346
fur,ca,0.48,0.646040848040848
da,ca,0.668,0.8448276908488828
de,ca,0.5982,0.8015691466814918
eo,ca,0.5773,0.7793719751258373
fy,ca,0.636,0.8060490891805133
lb,ca,0.585,0.7887421256246333
sl,ca,0.659,0.8034608260315536
sq,ca,0.672,0.8506147085972163
am,ca,0.32,0.5048766233766233
ru,ca,0.635,0.7833627277022942
dv,ca,0.3,0.5722012987012987
ia,ca,0.39,0.6461460951329373
vec,ca,0.59,0.7716226551226552
co,ca,0.55,0.6700134310134311
ig,ca,0.45,0.557948051948052
vep,ca,0.55,0.785701773372826
as,ca,0.46,0.6144774114774114
ce,ca,0.27,0.6591795426795427
kn,ca,0.56,0.7335555555555555
be-x-old,ca,0.597,0.7464521858860094
ksh,ca,0.3,0.5614947372888548
af,ca,0.569,0.7901058203062846
bat-smg,ca,0.46,0.5991666666666666
az,ca,0.586,0.7748335047305637
ja,ca,0.1781,0.5497101366710345
pnb,ca,0.55,0.7205041771094404
is,ca,0.585,0.8035017409061527
yo,ca,0.4,0.4980533910533911
ilo,ca,0.57,0.643609668109668
gu,ca,0.43,0.6839682539682539
ur,ca,0.505,0.708211875216287
sco,ca,0.68,0.8076385281385282
eu,ca,0.5487,0.7962662858134297
ext,ca,0.34,0.5237835497835498
ast,ca,0.741,0.8475877818260171
ml,ca,0.572,0.7657315078712138
csb,ca,0.46,0.6915045607986785
ro,ca,0.667,0.8328333788227595
zh,ca,0.2585,0.6161959914079728
rw,ca,0.59,0.7029242424242425
et,ca,0.5908,0.8079074721975651
arc,ca,0.04,0.2989603174603175
hy,ca,0.345,0.6150568681318682
sd,ca,0.28,0.6426746031746032
sw,cs,0.534,0.6649445356758824
so,cs,0.61,0.7074285714285715
el,cs,0.7178,0.839787261423647
hak,cs,0.35,0.4197197802197802
hi,cs,0.589,0.7482672041408883
eml,cs,0.42,0.548622701859544
io,cs,0.8,0.8656654456654457
or,cs,0.1,0.4043550061050061
sk,cs,0.7615,0.8774489002406263
zh-classical,cs,0.21,0.5008294483294483
my,cs,0.24,0.6369129759129759
su,cs,0.48,0.7057142857142857
zh-yue,cs,0.2834,0.6015148424399818
gl,cs,0.7958,0.878521045290279
rw,cs,0.58,0.6970108437314321
pnb,cs,0.62,0.7076507936507938
ta,cs,0.516,0.7104513026189496
bn,cs,0.604,0.744094613298638
he,cs,0.466,0.7285658473123025
ga,cs,0.65,0.8036926148842558
pl,cs,0.7279,0.8624757979782517
az,cs,0.644,0.8141351816484169
ast,cs,0.66,0.8388012682793642
map-bms,cs,0.52,0.6451117216117217
ia,cs,0.48,0.6963873914183512
ksh,cs,0.35,0.5965148930017351
sco,cs,0.62,0.7636226551226553
ky,cs,0.46,0.6869393939393938
ar,cs,0.5079,0.7344791159305091
cy,cs,0.559,0.7214659010322323
sah,cs,0.54,0.6881814394755572
vec,cs,0.6,0.7556464646464647
ko,cs,0.414,0.6662087868873472
zh-min-nan,cs,0.35,0.5055032467532468
qu,cs,0.61,0.6995956733325156
lt,cs,0.7151,0.8504648019575883
lij,cs,0.36,0.5701417765241295
sr,cs,0.5845,0.778646510578345
fiu-vro,cs,0.5,0.6849693019398903
mk,cs,0.625,0.7853271460565578
ay,cs,0.43,0.4583809523809523
gd,cs,0.55,0.6556363636363636
ps,cs,0.44,0.6512777777777776
an,cs,0.787,0.8623062125009494
sa,cs,0.32,0.5200007215007215
